age,job,marital,education,default,housing,loan
43,admin.,married,professional.course,no,no,yes
40,admin.,single,high.school,unknown,no,no
56,management,married,university.degree,no,yes,no
47,entrepreneur,married,professional.course,no,no,no
39,management,divorced,university.degree,unknown,yes,no
48,technician,married,basic.4y,unknown,no,no
45,housemaid,married,professional.course,unknown,yes,no
36,self-employed,married,university.degree,no,no,no
49,management,married,professional.course,unknown,yes,no
46,services,married,high.school,no,no,no
38,blue-collar,married,basic.9y,no,yes,no
50,housemaid,married,basic.4y,unknown,yes,no
27,admin.,single,high.school,no,yes,no
40,technician,married,professional.course,unknown,yes,no
46,management,married,university.degree,no,yes,no
40,admin.,divorced,university.degree,no,yes,no
33,management,single,university.degree,no,no,no
54,retired,married,high.school,no,yes,no
52,blue-collar,married,basic.4y,unknown,yes,no
53,admin.,married,university.degree,unknown,yes,no
49,services,married,high.school,unknown,no,no
42,blue-collar,married,basic.4y,unknown,no,no
49,housemaid,married,basic.4y,no,no,no
40,entrepreneur,married,basic.9y,no,no,no
59,admin.,married,university.degree,unknown,no,no
51,self-employed,married,basic.9y,no,yes,no
57,housemaid,married,basic.6y,unknown,yes,no
38,self-employed,divorced,basic.9y,no,yes,no
52,self-employed,married,university.degree,no,no,no
26,unemployed,single,basic.9y,no,yes,no
35,admin.,married,university.degree,no,yes,yes
51,admin.,married,university.degree,no,no,no
43,blue-collar,married,basic.4y,unknown,yes,yes
42,admin.,married,high.school,unknown,yes,no
60,retired,divorced,university.degree,unknown,yes,no
36,blue-collar,married,basic.9y,no,yes,no
57,management,married,university.degree,unknown,no,no
35,student,single,university.degree,unknown,no,no
30,admin.,married,university.degree,no,no,no
43,services,married,high.school,no,no,no
40,technician,married,basic.9y,no,no,no
45,technician,married,university.degree,no,no,no
56,retired,married,high.school,no,no,no
46,services,married,basic.6y,no,no,no
41,blue-collar,married,basic.4y,no,yes,no
42,admin.,married,university.degree,no,yes,no
56,blue-collar,married,basic.4y,no,no,no
43,entrepreneur,married,basic.4y,no,yes,no
34,blue-collar,married,basic.4y,no,no,no
38,services,married,high.school,no,yes,no
40,technician,married,basic.9y,no,no,no
38,admin.,married,high.school,no,no,no
48,entrepreneur,married,university.degree,no,yes,no
27,blue-collar,married,basic.9y,unknown,yes,no
24,technician,single,professional.course,no,no,no
47,admin.,single,unknown,unknown,yes,yes
48,blue-collar,married,professional.course,unknown,no,no
31,admin.,single,high.school,no,yes,yes
39,self-employed,single,basic.4y,unknown,yes,no
41,technician,single,university.degree,unknown,no,no
49,blue-collar,married,basic.4y,unknown,yes,no
56,retired,married,basic.4y,no,no,no
49,admin.,married,high.school,no,no,no
47,unemployed,divorced,university.degree,no,no,no
44,blue-collar,married,unknown,unknown,yes,no
48,admin.,divorced,high.school,no,no,no
55,housemaid,married,basic.4y,no,yes,yes
59,management,married,basic.4y,unknown,yes,no
44,technician,single,professional.course,no,yes,yes
46,blue-collar,married,basic.9y,no,no,yes
39,blue-collar,divorced,basic.6y,unknown,yes,no
38,unemployed,married,basic.4y,unknown,yes,yes
36,services,married,high.school,no,yes,no
29,admin.,single,university.degree,no,no,no
31,technician,single,professional.course,no,yes,no
30,services,divorced,basic.9y,no,no,yes
36,blue-collar,married,basic.4y,no,yes,no
60,blue-collar,married,professional.course,no,no,no
36,admin.,married,university.degree,no,yes,no
32,services,married,high.school,no,no,no
39,blue-collar,married,basic.9y,unknown,yes,no
30,services,married,university.degree,no,yes,no
39,blue-collar,married,basic.4y,unknown,no,no
37,blue-collar,married,basic.9y,unknown,yes,no
39,blue-collar,married,professional.course,unknown,yes,no
46,blue-collar,married,basic.4y,no,no,no
43,unemployed,married,basic.4y,no,no,no
37,services,married,high.school,no,yes,no
30,technician,married,university.degree,unknown,no,no
38,technician,married,professional.course,no,no,no
31,technician,married,university.degree,no,yes,no
44,admin.,married,university.degree,no,no,no
44,self-employed,married,university.degree,unknown,no,no
38,technician,married,unknown,unknown,unknown,unknown
30,student,single,high.school,unknown,no,no
37,blue-collar,married,basic.4y,unknown,unknown,unknown
54,housemaid,divorced,unknown,no,yes,no
41,management,married,unknown,unknown,yes,no
43,technician,married,professional.course,no,no,no
38,housemaid,married,basic.9y,no,no,no
41,blue-collar,married,basic.4y,no,yes,no
38,blue-collar,single,unknown,unknown,no,yes
33,blue-collar,married,basic.9y,no,unknown,unknown
32,admin.,married,high.school,no,yes,no
30,services,married,high.school,unknown,no,no
43,technician,married,basic.6y,no,yes,no
30,services,married,high.school,unknown,yes,no
36,technician,divorced,professional.course,no,no,no
38,blue-collar,married,basic.6y,no,unknown,unknown
35,blue-collar,single,basic.6y,no,yes,no
50,self-employed,married,university.degree,no,no,no
38,blue-collar,married,basic.9y,no,yes,no
58,admin.,married,basic.4y,unknown,no,yes
50,technician,married,professional.course,no,yes,no
33,blue-collar,single,basic.9y,unknown,no,no
33,blue-collar,single,basic.9y,unknown,unknown,unknown
44,management,single,university.degree,unknown,yes,yes
31,management,married,high.school,no,no,no
40,entrepreneur,married,basic.9y,no,no,no
28,unknown,single,basic.9y,unknown,no,no
36,services,single,unknown,no,yes,no
44,blue-collar,single,high.school,no,no,no
38,blue-collar,divorced,unknown,no,yes,no
33,blue-collar,married,basic.9y,no,unknown,unknown
39,blue-collar,divorced,basic.6y,unknown,yes,yes
47,blue-collar,single,basic.4y,unknown,yes,no
47,services,divorced,high.school,no,no,no
35,entrepreneur,single,professional.course,no,no,no
42,admin.,divorced,university.degree,no,no,no
36,admin.,married,high.school,no,no,no
35,technician,married,basic.6y,no,no,no
36,services,single,unknown,no,yes,no
56,entrepreneur,married,university.degree,unknown,yes,no
26,admin.,single,high.school,no,no,no
31,admin.,single,university.degree,no,yes,yes
57,self-employed,single,high.school,unknown,no,no
39,services,married,high.school,no,no,no
43,blue-collar,married,high.school,no,yes,no
50,admin.,married,university.degree,no,no,no
52,blue-collar,single,high.school,unknown,unknown,unknown
39,blue-collar,divorced,basic.9y,no,no,no
44,technician,single,unknown,unknown,yes,no
36,housemaid,married,basic.4y,no,yes,no
54,management,married,high.school,unknown,yes,no
27,admin.,single,basic.9y,no,yes,no
31,admin.,single,university.degree,no,no,no
31,admin.,married,university.degree,unknown,no,no
28,blue-collar,married,basic.6y,no,no,no
31,management,single,university.degree,no,yes,no
30,management,divorced,high.school,no,no,yes
52,technician,married,professional.course,no,yes,no
37,technician,divorced,professional.course,no,no,no
30,services,married,university.degree,no,yes,no
45,blue-collar,married,basic.9y,unknown,yes,yes
54,technician,married,university.degree,no,yes,no
49,entrepreneur,married,basic.9y,no,yes,no
44,admin.,married,high.school,no,no,no
28,student,single,basic.9y,unknown,yes,yes
53,technician,married,high.school,no,yes,no
45,blue-collar,married,basic.9y,unknown,yes,no
45,blue-collar,married,basic.9y,unknown,no,no
51,admin.,married,high.school,unknown,yes,no
41,blue-collar,married,basic.9y,unknown,yes,no
43,technician,married,professional.course,no,yes,no
31,admin.,single,university.degree,no,yes,no
39,admin.,single,unknown,no,yes,no
38,technician,married,professional.course,no,no,no
50,entrepreneur,married,basic.9y,no,yes,yes
53,admin.,single,university.degree,unknown,yes,no
44,admin.,divorced,high.school,unknown,yes,no
53,blue-collar,married,basic.9y,unknown,yes,yes
24,services,single,high.school,no,no,no
34,admin.,single,high.school,no,yes,no
40,technician,married,professional.course,no,yes,no
57,management,divorced,university.degree,no,yes,no
43,blue-collar,married,basic.4y,unknown,yes,no
31,blue-collar,married,basic.6y,unknown,no,no
31,services,married,basic.6y,no,yes,no
31,blue-collar,married,basic.6y,unknown,yes,no
45,housemaid,married,basic.4y,unknown,yes,no
38,admin.,married,university.degree,no,no,no
41,entrepreneur,married,university.degree,no,yes,no
47,blue-collar,married,professional.course,unknown,yes,no
42,blue-collar,married,basic.6y,no,no,no
35,blue-collar,single,unknown,no,yes,no
40,management,married,university.degree,no,yes,no
42,blue-collar,married,basic.6y,no,no,no
34,technician,married,professional.course,unknown,yes,no
48,admin.,single,university.degree,no,yes,no
35,blue-collar,married,unknown,no,yes,yes
33,blue-collar,married,high.school,no,yes,no
37,technician,married,professional.course,no,yes,no
43,technician,married,professional.course,no,yes,no
42,admin.,single,unknown,unknown,no,no
46,admin.,divorced,university.degree,no,yes,no
37,blue-collar,single,basic.9y,unknown,yes,no
40,blue-collar,married,high.school,no,yes,no
40,blue-collar,married,high.school,no,yes,no
59,entrepreneur,divorced,high.school,unknown,yes,no
43,technician,single,university.degree,no,no,no
44,blue-collar,married,basic.6y,no,yes,yes
44,blue-collar,married,basic.4y,no,yes,no
41,admin.,married,university.degree,no,yes,no
28,unknown,single,basic.9y,unknown,yes,no
48,services,married,high.school,unknown,yes,no
31,admin.,single,high.school,no,yes,no
27,blue-collar,married,basic.9y,no,yes,no
43,technician,single,university.degree,no,yes,no
47,retired,married,basic.4y,unknown,yes,no
40,blue-collar,divorced,unknown,no,yes,no
43,unknown,married,high.school,unknown,no,no
29,technician,married,professional.course,no,yes,no
54,admin.,married,university.degree,no,no,no
36,technician,married,professional.course,no,no,no
30,admin.,single,university.degree,no,no,no
38,services,single,unknown,unknown,yes,no
39,blue-collar,married,basic.6y,no,no,no
33,blue-collar,married,basic.9y,no,no,no
39,retired,single,high.school,no,yes,no
38,technician,single,professional.course,no,no,no
44,admin.,married,high.school,no,yes,no
33,blue-collar,married,basic.9y,no,yes,no
37,blue-collar,married,basic.6y,no,no,no
32,management,married,basic.6y,no,no,no
46,technician,married,professional.course,no,yes,no
34,technician,divorced,professional.course,no,yes,no
52,technician,married,basic.4y,unknown,no,no
46,blue-collar,married,basic.6y,unknown,no,no
57,management,divorced,university.degree,no,unknown,unknown
52,technician,married,basic.4y,unknown,no,yes
32,technician,single,professional.course,no,no,no
31,blue-collar,single,basic.9y,no,no,no
46,admin.,divorced,basic.9y,unknown,no,no
59,services,divorced,high.school,no,no,no
38,blue-collar,married,unknown,unknown,no,yes
42,blue-collar,divorced,basic.6y,unknown,yes,no
40,blue-collar,married,basic.4y,no,no,no
46,admin.,married,professional.course,no,no,no
35,admin.,single,high.school,no,no,no
28,blue-collar,married,basic.9y,no,no,yes
47,services,married,high.school,unknown,yes,no
35,blue-collar,married,basic.4y,no,yes,no
48,retired,married,basic.9y,no,yes,no
40,blue-collar,married,basic.6y,unknown,yes,no
32,services,single,high.school,no,yes,no
59,retired,divorced,basic.4y,no,yes,no
48,entrepreneur,married,basic.9y,unknown,no,no
45,blue-collar,married,basic.9y,unknown,yes,no
49,blue-collar,single,basic.6y,no,yes,no
51,admin.,married,university.degree,no,yes,no
38,technician,single,university.degree,no,yes,no
53,technician,married,high.school,no,yes,no
49,blue-collar,married,basic.9y,no,yes,no
31,blue-collar,married,basic.9y,no,yes,yes
36,services,married,high.school,unknown,yes,no
54,retired,married,basic.4y,unknown,yes,no
29,admin.,single,high.school,no,yes,no
31,blue-collar,married,basic.6y,unknown,yes,no
35,admin.,married,high.school,no,yes,no
38,blue-collar,married,basic.9y,no,no,no
54,management,married,high.school,unknown,yes,yes
48,admin.,married,basic.9y,unknown,no,no
48,management,divorced,university.degree,no,yes,no
32,admin.,single,university.degree,unknown,yes,no
34,technician,married,professional.course,unknown,yes,no
49,technician,single,university.degree,unknown,yes,no
44,blue-collar,married,basic.9y,unknown,unknown,unknown
42,services,divorced,high.school,unknown,no,no
55,blue-collar,married,basic.4y,unknown,no,no
42,services,divorced,high.school,unknown,no,no
44,admin.,married,university.degree,unknown,no,no
51,blue-collar,married,basic.9y,no,no,no
43,blue-collar,married,basic.4y,unknown,yes,no
52,technician,married,high.school,no,yes,no
45,blue-collar,single,basic.6y,no,yes,no
41,services,divorced,high.school,no,yes,yes
35,technician,divorced,unknown,no,yes,yes
41,services,divorced,high.school,no,no,yes
46,management,married,basic.9y,no,no,no
36,housemaid,divorced,basic.9y,unknown,no,no
29,technician,married,professional.course,no,no,no
47,services,married,unknown,no,no,no
43,blue-collar,married,basic.4y,unknown,yes,no
38,blue-collar,single,basic.9y,unknown,no,no
44,blue-collar,married,basic.4y,no,yes,no
29,services,married,high.school,no,no,no
58,unknown,married,unknown,unknown,no,no
48,blue-collar,married,professional.course,no,no,yes
46,blue-collar,married,basic.9y,unknown,no,no
31,blue-collar,married,basic.4y,no,yes,no
47,services,married,unknown,no,no,no
44,admin.,married,university.degree,no,yes,no
31,blue-collar,married,basic.4y,no,yes,no
38,unemployed,divorced,professional.course,no,no,no
33,admin.,married,university.degree,no,no,no
53,blue-collar,married,basic.9y,no,yes,no
33,management,single,unknown,no,yes,no
33,self-employed,married,basic.9y,no,yes,no
37,admin.,divorced,university.degree,no,yes,no
55,blue-collar,married,basic.9y,no,yes,no
41,admin.,single,basic.6y,no,unknown,unknown
46,blue-collar,married,basic.6y,unknown,yes,no
32,entrepreneur,divorced,university.degree,no,no,no
48,blue-collar,married,high.school,no,no,no
34,entrepreneur,married,basic.4y,no,yes,no
35,admin.,single,university.degree,no,no,no
55,blue-collar,married,basic.4y,no,yes,yes
45,entrepreneur,single,university.degree,no,unknown,unknown
48,management,divorced,university.degree,no,no,no
34,blue-collar,married,basic.6y,no,yes,no
46,admin.,divorced,university.degree,unknown,no,no
34,blue-collar,married,basic.6y,no,yes,no
51,unemployed,married,professional.course,unknown,no,no
37,admin.,married,university.degree,no,no,no
54,housemaid,divorced,basic.4y,no,no,no
45,services,married,high.school,unknown,yes,no
